,workidmain,actualtimemain,warehouse,targetlicenseplateid,multiplesku,createddateandtimemain,closedworkmain,workinprocessmain,workstatusmain,companymain,workordertypemain,useridmain,actualtime,containerid,dimensionnumber,inventoryquantityremaining,inventoryworkquantity,lotid,itemnumber,configid,linenumber,loadid,locatedlicenseplateid,ordernumber,remainingquantity,workquantity,shipmentid,skipped,sortcode,unit,userid,location,workclassid,workid,createddateandtime,closedwork,workinprocess,workstatus,stoptransaction,worktype,zoneid,extrainventoryquantity,weightcaptured,company,modified,modifiedon,worktemplate,workordertype,dateadded,total_cases,CLOSEDWORK_seconds,WORKINPROCESS_seconds,increase_percentage_quantity
360,WOR2409602,152,RETAIL,6316561020468540,0,2022-10-05 01:00:31,2022-10-05 19:26:25,2022-10-05 19:23:52,4,301,2,D365.Batch,29,0.0,#00000001514BDA6C,0,1,LO08762673,N000001144,V8,1,LD0149191,0.0,SON0158386,0,1,SID0151013,0,0,Each,yahaira,X4401A6,SALES,WOR2409602,2022-10-05 01:00:31,2022-10-05 19:24:21,2022-10-05 19:23:52,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 19:24:21,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23755331.0,23755302.0,143.35254583765033
403,WOR2410996,191,RETAIL,6316561020468380,0,2022-10-05 16:30:14,2022-10-05 19:51:56,2022-10-05 19:48:45,4,301,2,D365.Batch,14,0.0,#00000001514BDA6C,0,1,LO08768722,N000001144,V8,1,LD0149273,0.0,SON0158465,0,1,SID0151049,0,0,Each,yahaira,X4401A6,SALES,WOR2410996,2022-10-05 16:30:14,2022-10-05 19:48:59,2022-10-05 19:48:45,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 19:48:59,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23756809.0,23756795.0,-760.0868344224626
266,WOR2376830,274,RETAIL,6316561020312580,0,2022-09-14 15:30:12,2022-09-15 14:44:10,2022-09-15 14:39:36,4,301,2,D365.Batch,49,0.0,#00000001512576E2,0,1,LO08444489,N000010991,Base,6,LD0146615,0.0,SON0154990,0,1,SID0148398,0,0,Each,rschwarz,F8501D4,SALES,WOR2376830,2022-09-14 15:30:12,2022-09-15 14:44:00,2022-09-15 14:43:11,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-09-15 14:44:00,Retail Picking,2,2023-02-02 14:08:07.500,1.0,22010510.0,22010461.0,-550.9194552553062
396,WOR2413705,354,RETAIL,6316561020481640,0,2022-10-06 15:00:42,2022-10-07 16:29:33,2022-10-07 16:23:39,4,301,2,D365.Batch,91,0.0,#00000001514BDA6C,0,1,LO08783081,N000001144,V8,1,LD0149518,0.0,SON0158714,0,1,SID0151402,0,0,Each,julie,X4401A6,SALES,WOR2413705,2022-10-06 15:00:42,2022-10-07 16:25:10,2022-10-07 16:23:39,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-07 16:25:10,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23917380.0,23917289.0,-218.30185809792155
203,WOR1968445,52,RETAIL,6316561018738810,0,2022-01-26 19:30:28,2022-01-27 12:26:31,2022-01-27 12:25:38,4,301,2,D365.Batch,0,0.0,#0000000150FBF7C5,0,1,LO05145297,N000005644,Base,2,LD0115010,0.0,SON0118300,0,1,SID0115836,0,0,Each,meliha,0,SALES,WOR1968445,2022-01-26 19:30:28,2022-01-27 12:26:24,2022-01-27 12:26:24,4,0,8,0,0,0,301,warehouseapp.d365,2022-01-27 12:26:24,Retail Picking,2,2023-02-02 14:08:07.500,1.0,2043854.0,2043854.0,-1331.9532180711192
297,WOR2205266,794,RETAIL,6316561019657360,0,2022-06-03 13:36:17,2022-06-06 12:39:49,2022-06-06 12:25:39,4,301,2,Ferial.Tor,74,0.0,#00000001510641DE,0,1,LO07102345,N000006797,V1,4,LD0132369,0.0,SON0136555,0,1,SID0133666,0,0,Each,Carolyn,F8201C1,SALES,WOR2205266,2022-06-03 13:36:17,2022-06-06 12:29:56,2022-06-06 12:28:42,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-06 12:29:56,Retail Picking,2,2023-02-02 14:08:07.500,1.0,13276066.0,13275992.0,-2244.1204045941745
114,WOR2493313,48,RETAIL,6316561020724170,0,2022-11-22 21:00:28,2022-11-23 17:48:05,2022-11-23 17:47:16,4,301,2,D365.Batch,15,0.0,#000000015149070F,0,1,LO09331767,N000012990,Base,2,LD0153217,0.0,SON0164649,0,1,SID0155302,0,0,Each,meliha,X4401D6,SALES,WOR2493313,2022-11-22 21:00:28,2022-11-23 17:47:43,2022-11-23 17:47:28,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-23 17:47:43,Retail Picking,2,2023-02-02 14:08:07.500,1.0,27983133.0,27983118.0,-3439.676322573579
104,WOR2407740,421,RETAIL,6316561020462120,0,2022-10-04 17:00:14,2022-10-05 12:21:11,2022-10-05 12:14:10,4,301,2,D365.Batch,129,0.0,#00000001514C1759,0,1,LO08754404,N000010695,V1,3,LD0149093,0.0,SON0158247,0,1,SID0150911,0,0,Each,yahaira,X4401A6,SALES,WOR2407740,2022-10-04 17:00:14,2022-10-05 12:19:04,2022-10-05 12:16:55,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 12:19:04,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23729814.0,23729685.0,-106.04459002736313
365,WOR2407143,372,RETAIL,6316561020459620,0,2022-10-04 14:00:17,2022-10-04 19:39:45,2022-10-04 19:33:33,4,301,2,D365.Batch,34,0.0,#00000001514BDA6C,0,1,LO08751578,N000001144,V8,1,LD0149060,0.0,SON0158213,0,1,SID0150869,0,0,Each,yahaira,X4401A6,SALES,WOR2407143,2022-10-04 14:00:17,2022-10-04 19:34:07,2022-10-04 19:33:33,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-04 19:34:07,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23669517.0,23669483.0,-173.53511265462075
90,WOR2440924,293,RETAIL,6316561020546390,0,2022-10-21 16:30:30,2022-10-21 18:30:28,2022-10-21 18:25:35,4,301,2,D365.Batch,54,0.0,#000000015149070F,0,1,LO08942216,N000012990,Base,4,LD0150923,0.0,SON0160952,0,1,SID0152884,0,0,Each,yahaira,F8001A1,SALES,WOR2440924,2022-10-21 16:30:30,2022-10-21 18:28:50,2022-10-21 18:27:56,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-21 18:28:50,Retail Picking,2,2023-02-02 14:08:07.500,1.0,25134400.0,25134346.0,-700.4877330274256
184,WOR2204819,544,RETAIL,6316561019650750,0,2022-06-02 20:30:37,2022-06-03 13:15:55,2022-06-03 13:06:49,4,301,2,D365.Batch,33,0.0,#00000001512576E2,0,2,LO07094169,N000010991,Base,9,LD0132256,0.0,SON0136514,0,2,SID0133746,0,0,Each,meliha,F8501D2,SALES,WOR2204819,2022-06-02 20:30:37,2022-06-03 13:15:15,2022-06-03 13:14:42,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-03 13:15:15,Retail Picking,2,2023-02-02 14:08:07.500,2.0,13019585.0,13019552.0,230.36926077838316
92,WOR2536041,1132,RETAIL,6316561020887500,0,2022-12-20 19:29:08,2022-12-21 12:53:58,2022-12-21 12:35:05,4,301,2,Ferial.Tor,86,0.0,#000000015149070F,0,4,LO09774019,N000012990,Base,6,LD0155263,0.0,SON0167625,0,4,SID0157283,0,0,Each,meliha,X4401B8,SALES,WOR2536041,2022-12-20 19:29:08,2022-12-21 12:41:48,2022-12-21 12:40:22,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-12-21 12:41:48,Retail Picking,2,2023-02-02 14:08:07.500,4.0,30383978.0,30383892.0,-390.68070691655976
252,WOR2243758,148,RETAIL,6316561019789610,0,2022-06-24 14:00:46,2022-06-24 18:18:54,2022-06-24 18:16:26,4,301,2,D365.Batch,128,0.0,#0000000150F7EA2D,0,1,LO07399431,N000001494,V3,1,LD0134976,0.0,SON0140217,0,1,SID0136529,0,0,Each,Carolyn,X4401B8,SALES,WOR2243758,2022-06-24 14:00:46,2022-06-24 18:18:34,2022-06-24 18:16:26,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-24 18:18:34,Retail Picking,2,2023-02-02 14:08:07.500,1.0,14852184.0,14852056.0,-204.70085344489667
38,WOR2204818,71,RETAIL,6316561019649740,0,2022-06-02 20:30:36,2022-06-03 11:52:42,2022-06-03 11:51:31,4,301,2,D365.Batch,26,0.0,#00000001512584DD,0,1,LO07103391,N000008681,Base,1,LD0132259,0.0,SON0136518,0,1,SID0133748,0,0,Each,meliha,F8401D3,SALES,WOR2204818,2022-06-02 20:30:36,2022-06-03 11:51:57,2022-06-03 11:51:31,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-03 11:51:57,Retail Picking,2,2023-02-02 14:08:07.500,1.0,13014587.0,13014561.0,-2691.007190394036
320,WOR2229002,1046,RETAIL,6316561019726780,0,2022-06-15 18:40:16,2022-06-16 13:35:29,2022-06-16 13:18:01,4,301,2,Meliha.Cat,89,0.0,#0000000150FD40BB,0,3,LO07277986,N000009676,Base,14,LD0133839,0.0,SON0138595,0,3,SID0135351,0,0,Each,meliha,X4401C4,SALES,WOR2229002,2022-06-15 18:40:17,2022-06-16 13:34:56,2022-06-16 13:33:27,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-16 13:34:56,Retail Picking,2,2023-02-02 14:08:07.500,3.0,14143966.0,14143877.0,-1171.1508237809983
460,WOR2412477,295,RETAIL,6316561020490780,0,2022-10-06 06:31:20,2022-10-10 19:46:42,2022-10-10 19:41:47,4,301,2,D365.Batch,81,0.0,#00000001514BDA6C,0,1,LO08779315,N000001144,V8,1,LD0149448,0.0,SON0158634,0,1,SID0151276,0,0,Each,meliha,X4401A6,SALES,WOR2412477,2022-10-06 06:31:20,2022-10-10 19:43:08,2022-10-10 19:41:47,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 19:43:08,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24188458.0,24188377.0,241.5394477288002
151,WOR2466304,172,RETAIL,6316561020642490,0,2022-11-07 18:00:38,2022-11-07 19:07:17,2022-11-07 19:04:25,4,301,2,D365.Batch,167,0.0,#000000015149070F,0,1,LO09163880,N000012990,Base,1,LD0152236,0.0,SON0162965,0,1,SID0154179,0,0,Each,Carolyn,X4401B5,SALES,WOR2466304,2022-11-07 18:00:38,2022-11-07 19:07:12,2022-11-07 19:04:25,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-07 19:07:12,Retail Picking,2,2023-02-02 14:08:07.500,1.0,26605502.0,26605335.0,-3001.1054931914055
192,WOR2412282,162,RETAIL,6316561020486050,0,2022-10-05 20:30:40,2022-10-10 13:43:01,2022-10-10 13:40:19,4,301,2,D365.Batch,23,0.0,#00000001514C18D4,0,1,LO08775686,N000013234,Base,4,LD0149356,0.0,SON0158515,0,1,SID0151161,0,0,Each,yahaira,X4401A6,SALES,WOR2412282,2022-10-05 20:30:40,2022-10-10 13:42:44,2022-10-10 13:42:21,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 13:42:44,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24166834.0,24166811.0,-2384.8686111561337
156,WOR2412478,403,RETAIL,6316561020488220,0,2022-10-06 06:31:22,2022-10-10 15:52:11,2022-10-10 15:45:28,4,301,2,D365.Batch,94,0.0,#00000001514C18D4,0,1,LO08779333,N000013234,Base,3,LD0149451,0.0,SON0158638,0,1,SID0151280,0,0,Each,Carolyn,X4401A6,SALES,WOR2412478,2022-10-06 06:31:22,2022-10-10 15:49:53,2022-10-10 15:48:19,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 15:49:53,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24174463.0,24174369.0,853.7180624365292
32,WOR2412280,170,RETAIL,6316561020487040,0,2022-10-05 20:30:40,2022-10-10 14:46:36,2022-10-10 14:43:46,4,301,2,D365.Batch,30,0.0,#00000001514C1759,0,1,LO08775682,N000010695,V1,4,LD0149355,0.0,SON0158514,0,1,SID0151160,0,0,Each,yahaira,X4401A6,SALES,WOR2412280,2022-10-05 20:30:40,2022-10-10 14:46:27,2022-10-10 14:45:57,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 14:46:27,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24170657.0,24170627.0,16630.844629907384
370,WOR2489277,506,RETAIL,6316561020710740,0,2022-11-18 16:00:36,2022-11-22 14:11:28,2022-11-22 14:01:27,4,301,2,D365.Batch,80,0.0,#0000000151577E21,0,1,LO09300106,N000005637,Base,3,LD0152981,0.0,SON0164179,0,1,SID0155036,0,0,Each,yahaira,X4401D1,SALES,WOR2489277,2022-11-18 16:00:36,2022-11-22 14:07:32,2022-11-22 14:06:12,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-22 14:07:32,Retail Picking,2,2023-02-02 14:08:07.500,1.0,27883522.0,27883442.0,-2629.8634678020994
144,WOR2386805,599,RETAIL,6316561020354900,0,2022-09-20 16:10:35,2022-09-21 12:17:27,2022-09-21 12:07:28,4,301,2,Ferial.Tor,102,0.0,#000000015149070F,0,52,LO08535722,N000012990,Base,4,LD0147356,0.0,SON0156378,0,52,SID0149044,0,0,Each,Carolyn,F8001A1,SALES,WOR2386805,2022-09-20 16:10:35,2022-09-21 12:16:30,2022-09-21 12:14:48,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-09-21 12:16:30,Retail Picking,2,2023-02-02 14:08:07.500,52.0,22520060.0,22519958.0,-2744.3884419441383
255,WOR2104341,149,RETAIL,6316561019297290,0,2022-04-08 15:30:26,2022-04-08 20:12:18,2022-04-08 20:09:49,4,301,2,D365.Batch,10,0.0,#0000000150F7EA2D,0,1,LO06288967,N000001494,V3,3,LD0125557,0.0,SON0129589,0,1,SID0126672,0,0,Each,rschwarz,PACK1,SALES,WOR2104341,2022-04-08 15:30:26,2022-04-08 20:12:18,2022-04-08 20:12:08,4,0,2,0,0,0,301,warehouseapp.d365,2022-04-08 20:12:18,Retail Picking,2,2023-02-02 14:08:07.500,1.0,8206208.0,8206198.0,0.3449317606146973
97,WOR2457826,958,RETAIL,6316561020626900,0,2022-11-03 17:30:29,2022-11-03 19:47:32,2022-11-03 19:31:34,4,301,2,D365.Batch,155,0.0,#000000015149070F,0,3,LO09132732,N000012990,Base,15,LD0151918,0.0,SON0162460,0,3,SID0153899,0,0,Each,yahaira,X4401B5,SALES,WOR2457826,2022-11-03 17:30:30,2022-11-03 19:45:40,2022-11-03 19:43:05,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-03 19:45:40,Retail Picking,2,2023-02-02 14:08:07.500,3.0,26262210.0,26262055.0,-2242.238754798305
273,WOR2273124,1429,RETAIL,6316561019887360,0,2022-07-12 15:30:56,2022-07-13 10:44:30,2022-07-13 10:19:40,4,301,2,D365.Batch,53,0.0,#0000000150F7E7BA,0,1,LO07641831,N000008188,BASE,12,LD0136881,0.0,SON0143481,0,1,SID0138580,0,0,Each,rschwarz,F8401A4,SALES,WOR2273124,2022-07-12 15:30:57,2022-07-13 10:36:11,2022-07-13 10:35:18,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-07-13 10:36:11,Retail Picking,2,2023-02-02 14:08:07.500,1.0,16466041.0,16465988.0,486.61648782449276
84,WOR2407463,275,RETAIL,6316561020465740,0,2022-10-04 16:00:32,2022-10-05 15:45:21,2022-10-05 15:40:46,4,301,2,D365.Batch,96,0.0,#00000001514C1759,0,1,LO08753785,N000010695,V1,3,LD0149073,0.0,SON0158237,0,1,SID0150902,0,0,Each,yahaira,X4401A6,SALES,WOR2407463,2022-10-04 16:00:32,2022-10-05 15:43:45,2022-10-05 15:42:09,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 15:43:45,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23742095.0,23741999.0,-321.3428225043104
237,WOR2004595,513,RETAIL,6316561018896120,0,2022-02-16 16:00:37,2022-02-17 13:14:23,2022-02-17 13:05:29,4,301,2,D365.Batch,113,0.0,#0000000150F7F04A,0,1,LO05465417,N000004940,Base,1,LD0118410,0.0,SON0122077,0,1,SID0119241,0,0,Each,rschwarz,F8301C3,SALES,WOR2004595,2022-02-16 16:00:37,2022-02-17 13:07:22,2022-02-17 13:05:29,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-02-17 13:07:22,Retail Picking,2,2023-02-02 14:08:07.500,1.0,3860712.0,3860599.0,3051.4469441863816
328,WOR1967717,59,RETAIL,6316561018735000,0,2022-01-26 14:00:41,2022-01-26 19:22:31,2022-01-26 19:21:32,4,301,2,D365.Batch,40,0.0,#0000000150FD40BB,0,2,LO05135451,N000009676,Base,1,LD0114964,0.0,SON0118199,0,2,SID0115655,0,0,Each,meliha,F8301C3,SALES,WOR1967717,2022-01-26 14:00:41,2022-01-26 19:22:12,2022-01-26 19:21:32,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-01-26 19:22:12,Retail Picking,2,2023-02-02 14:08:07.500,2.0,1982402.0,1982362.0,-44.73976039751291
390,WOR2041673,109,RETAIL,6316561019043930,0,2022-03-08 14:00:58,2022-03-08 15:45:01,2022-03-08 15:43:12,4,301,2,D365.Batch,16,0.0,#0000000150DEB9D5,0,3,LO05762986,N000000157,V11,3,LD0121362,0.0,SON0125184,0,3,SID0122226,0,0,Each,Carolyn,PACK1,SALES,WOR2041673,2022-03-08 14:00:59,2022-03-08 15:45:01,2022-03-08 15:44:45,4,0,2,0,0,0,301,warehouseapp.d365,2022-03-08 15:45:01,Retail Picking,2,2023-02-02 14:08:07.500,3.0,5511771.0,5511755.0,295.8265435356959
261,WOR2209008,314,RETAIL,6316561019666910,0,2022-06-06 15:00:55,2022-06-07 12:47:27,2022-06-07 12:42:13,4,301,2,D365.Batch,115,0.0,#00000001512576E2,0,1,LO07133129,N000010991,Base,5,LD0132617,0.0,SON0136958,0,1,SID0134092,0,0,Each,meliha,F8501D2,SALES,WOR2209008,2022-06-06 15:00:56,2022-06-07 12:47:07,2022-06-07 12:45:12,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-07 12:47:07,Retail Picking,2,2023-02-02 14:08:07.500,1.0,13363497.0,13363382.0,-127.31613467955194
13,WOR2412443,507,RETAIL,6316561020486660,0,2022-10-06 05:00:40,2022-10-10 14:15:39,2022-10-10 14:07:12,4,301,2,D365.Batch,195,0.0,#00000001514C1759,0,1,LO08778942,N000010695,V1,1,LD0149417,0.0,SON0158602,0,1,SID0151241,0,0,Each,Carolyn,X4401A6,SALES,WOR2412443,2022-10-06 05:00:40,2022-10-10 14:10:27,2022-10-10 14:07:12,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 14:10:27,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24168497.0,24168302.0,-162.22142728685623
250,WOR2223503,55,RETAIL,6316561019712330,0,2022-06-13 20:00:42,2022-06-14 16:17:16,2022-06-14 16:16:21,4,301,2,D365.Batch,0,0.0,#000000015110DA45,0,1,LO07258063,N000004999,V2,2,LD0133563,0.0,SON0138316,0,1,SID0135028,0,0,Each,meliha,0,SALES,WOR2223503,2022-06-13 20:00:42,2022-06-14 16:17:03,2022-06-14 16:17:03,4,0,8,0,0,0,301,warehouseapp.d365,2022-06-14 16:17:03,Retail Picking,2,2023-02-02 14:08:07.500,1.0,13980893.0,13980893.0,-564.7375271277557
175,WOR2409324,317,RETAIL,6316561020465900,0,2022-10-04 20:30:39,2022-10-05 16:01:27,2022-10-05 15:56:10,4,301,2,D365.Batch,39,0.0,#00000001514C18D4,0,1,LO08760143,N000013234,Base,4,LD0149153,0.0,SON0158377,0,1,SID0150997,0,0,Each,yahaira,X4401A6,SALES,WOR2409324,2022-10-04 20:30:39,2022-10-05 16:01:20,2022-10-05 16:00:41,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 16:01:20,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23743150.0,23743111.0,-826.4792271487865
284,WOR2004559,520,RETAIL,6316561018897110,0,2022-02-16 16:00:43,2022-02-17 13:51:31,2022-02-17 13:42:38,4,301,2,D365.Batch,44,0.0,#0000000150F7EA6B,0,2,LO05466413,N000004966,Base,3,LD0118418,0.0,SON0122078,0,2,SID0119242,0,0,Each,rschwarz,X4401B7,SALES,WOR2004559,2022-02-16 16:00:43,2022-02-17 13:50:07,2022-02-17 13:49:23,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-02-17 13:50:07,Retail Picking,2,2023-02-02 14:08:07.500,2.0,3863277.0,3863233.0,-1029.1381640580073
181,WOR2243776,1912,RETAIL,6316561019784940,0,2022-06-24 13:15:18,2022-06-24 14:04:50,2022-06-24 13:31:24,4,301,2,Ferial.Tor,37,0.0,#00000001512576E2,0,2,LO07410847,N000010991,Base,18,LD0134983,0.0,SON0140190,0,2,SID0136565,0,0,Each,meliha,F8701B2,SALES,WOR2243776,2022-06-24 13:15:19,2022-06-24 14:02:01,2022-06-24 14:01:24,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-24 14:02:01,Retail Picking,2,2023-02-02 14:08:07.500,2.0,14836791.0,14836754.0,8249.04609254544
372,WOR2489273,372,RETAIL,6316561020711010,0,2022-11-18 16:00:35,2022-11-22 14:21:57,2022-11-22 14:15:40,4,301,2,D365.Batch,38,0.0,#0000000151577E21,0,2,LO09300124,N000005637,Base,3,LD0152968,0.0,SON0164181,0,1,SID0155037,0,0,Case,Carolyn,X4401D1,SALES,WOR2489273,2022-11-18 16:00:36,2022-11-22 14:17:30,2022-11-22 14:16:52,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-22 14:17:30,Retail Picking,2,2023-02-02 14:08:07.500,1.0,27884120.0,27884082.0,-160.86601745898867
375,WOR1923812,246,RETAIL,6316561018571060,0,2022-01-04 04:00:59,2022-01-04 15:08:24,2022-01-04 15:04:18,4,301,2,D365.Batch,67,0.0,#0000000150DEB9D5,0,1,LO04759076,N000000157,V11,1,LD0111741,0.0,SON0114930,0,1,SID0112410,0,0,Each,mariahp,F8201D1,SALES,WOR1923812,2022-01-04 04:00:59,2022-01-04 15:05:25,2022-01-04 15:04:18,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-01-04 15:05:25,Retail Picking,2,2023-02-02 14:08:07.500,1.0,66195.0,66128.0,29.3137615321944
351,WOR2459280,1473,RETAIL,6316561020626780,0,2022-11-03 19:00:12,2022-11-03 19:58:22,2022-11-03 19:33:49,4,301,2,D365.Batch,38,0.0,#00000001514F2B62,0,1,LO09104281,N000010978,Base,7,LD0151957,0.0,SON0162281,0,1,SID0153900,0,0,Each,Carolyn,F8401C1,SALES,WOR2459280,2022-11-03 19:00:12,2022-11-03 19:56:42,2022-11-03 19:56:04,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-03 19:56:42,Retail Picking,2,2023-02-02 14:08:07.500,1.0,26262872.0,26262834.0,-3206.7014243880194
309,WOR2154005,40,RETAIL,6316561019454930,0,2022-05-04 20:01:09,2022-05-05 11:41:49,2022-05-05 11:41:09,4,301,2,D365.Batch,1,0.0,#00000001509F5340,0,1,LO06664390,N000001130,V13,2,LD0128884,0.0,SON0133100,0,1,SID0130111,0,0,Each,meliha,0,SALES,WOR2154005,2022-05-04 20:01:09,2022-05-05 11:41:43,2022-05-05 11:41:42,4,0,8,0,0,0,301,warehouseapp.d365,2022-05-05 11:41:43,Retail Picking,2,2023-02-02 14:08:07.500,1.0,10508373.0,10508372.0,178.53755888894267
70,WOR2466302,28,RETAIL,6316561020642790,0,2022-11-07 18:00:38,2022-11-07 19:07:49,2022-11-07 19:07:21,4,301,2,D365.Batch,3,0.0,#000000015149070F,0,1,LO09163591,N000012990,Base,3,LD0152235,0.0,SON0162964,0,1,SID0154178,0,0,Each,Carolyn,PACK1,SALES,WOR2466302,2022-11-07 18:00:38,2022-11-07 19:07:49,2022-11-07 19:07:46,4,0,2,0,0,0,301,warehouseapp.d365,2022-11-07 19:07:49,Retail Picking,2,2023-02-02 14:08:07.500,1.0,26605539.0,26605536.0,-2751.359764391141
207,WOR2000954,126,RETAIL,6316561018874570,0,2022-02-14 21:00:34,2022-02-15 14:05:19,2022-02-15 14:03:13,4,301,2,D365.Batch,70,0.0,#0000000150FBFA17,0,2,LO05440422,N000005636,Base,1,LD0118060,0.0,SON0121671,0,1,SID0118880,0,0,Case,Carolyn,F8301D1,SALES,WOR2000954,2022-02-14 21:00:34,2022-02-15 14:04:23,2022-02-15 14:03:13,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-02-15 14:04:23,Retail Picking,2,2023-02-02 14:08:07.500,1.0,3691333.0,3691263.0,-1717.47895518509
6,WOR2244325,361,RETAIL,6316561019789700,0,2022-06-24 16:00:48,2022-06-24 18:16:06,2022-06-24 18:09:58,4,301,2,D365.Batch,108,0.0,#00000001512576C8,0,1,LO07422084,N000010692,Base,2,LD0135003,0.0,SON0140353,0,1,SID0136559,0,0,Each,Carolyn,X4401B8,SALES,WOR2244325,2022-06-24 16:00:49,2022-06-24 18:12:51,2022-06-24 18:11:03,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-06-24 18:12:51,Retail Picking,2,2023-02-02 14:08:07.500,1.0,14851841.0,14851733.0,-451.5984998433461
301,WOR2068031,420,RETAIL,6316561019138150,0,2022-03-18 19:30:42,2022-03-21 12:16:15,2022-03-21 12:09:05,4,301,2,D365.Batch,107,0.0,#00000001510641DE,0,4,LO05871575,N000006797,V1,3,LD0122969,0.0,SON0126296,0,4,SID0123966,0,0,Each,Carolyn,F8201C1,SALES,WOR2068031,2022-03-18 19:30:43,2022-03-21 12:11:01,2022-03-21 12:09:14,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-03-21 12:11:01,Retail Picking,2,2023-02-02 14:08:07.500,4.0,6622131.0,6622024.0,82.21196195212251
