,workidmain,actualtimemain,warehouse,targetlicenseplateid,multiplesku,createddateandtimemain,closedworkmain,workinprocessmain,workstatusmain,companymain,workordertypemain,useridmain,actualtime,containerid,dimensionnumber,inventoryquantityremaining,inventoryworkquantity,lotid,itemnumber,configid,linenumber,loadid,locatedlicenseplateid,ordernumber,remainingquantity,workquantity,shipmentid,skipped,sortcode,unit,userid,location,workclassid,workid,createddateandtime,closedwork,workinprocess,workstatus,stoptransaction,worktype,zoneid,extrainventoryquantity,weightcaptured,company,modified,modifiedon,worktemplate,workordertype,dateadded,total_cases,CLOSEDWORK_seconds,WORKINPROCESS_seconds,increase_percentage_quantity
408,WOR1973808,409,RETAIL,6316561018771230,0,2022-01-31 21:00:44,2022-02-01 11:57:49,2022-02-01 11:50:35,4,301,2,D365.Batch,37,0.0,#0000000150DEB9D5,0,1,LO05221091,N000000157,V11,2,LD0115794,0.0,SON0119151,0,1,SID0116643,0,0,Each,Carolyn,F8201D1,SALES,WOR1973808,2022-01-31 21:00:44,2022-02-01 11:56:44,2022-02-01 11:56:07,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-02-01 11:56:44,Retail Picking,2,2023-02-02 14:08:07.500,1.0,2474074.0,2474037.0,33.1622689681238
358,WOR2427412,625,RETAIL,6316561020500650,0,2022-10-12 19:00:35,2022-10-13 12:17:51,2022-10-13 12:06:10,4,301,2,D365.Batch,29,0.0,#00000001514BE063,0,1,LO08833222,N000012279,Base,7,LD0150084,0.0,SON0159607,0,1,SID0151926,0,0,Each,Carolyn,X4401C3,SALES,WOR2427412,2022-10-12 19:00:35,2022-10-13 12:15:58,2022-10-13 12:15:29,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-13 12:15:58,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24420828.0,24420799.0,-457.2938834787011
575,WOR2433083,1212,RETAIL,6316561020512010,0,2022-10-17 13:00:32,2022-10-17 15:06:33,2022-10-17 14:46:20,4,301,2,D365.Batch,89,0.0,#00000001514FBDC6,0,1,LO08854245,N000005771,Base,2,LD0150362,0.0,SON0159785,0,1,SID0152180,0,0,Each,rschwarz,X4401D8,SALES,WOR2433083,2022-10-17 13:00:32,2022-10-17 14:49:32,2022-10-17 14:48:03,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-17 14:49:32,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24775642.0,24775553.0,-102.64558364541875
94,WOR2496772,212,RETAIL,6316561020748040,0,2022-11-25 20:00:27,2022-11-28 16:50:37,2022-11-28 16:47:05,4,301,2,D365.Batch,37,0.0,#000000015149070F,0,1,LO09372366,N000012990,Base,4,LD0153375,0.0,SON0165095,0,1,SID0155594,0,0,Each,meliha,X4401D6,SALES,WOR2496772,2022-11-25 20:00:28,2022-11-28 16:49:51,2022-11-28 16:49:14,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-28 16:49:51,Retail Picking,2,2023-02-02 14:08:07.500,1.0,28411661.0,28411624.0,-347.00017878864196
65,WOR2493319,67,RETAIL,6316561020723560,0,2022-11-22 21:00:30,2022-11-23 17:22:34,2022-11-23 17:21:27,4,301,2,D365.Batch,18,0.0,#000000015149070F,0,1,LO09332123,N000012990,Base,2,LD0153222,0.0,SON0164665,0,1,SID0155309,0,0,Each,meliha,X4401D6,SALES,WOR2493319,2022-11-22 21:00:30,2022-11-23 17:22:03,2022-11-23 17:21:45,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-23 17:22:03,Retail Picking,2,2023-02-02 14:08:07.500,1.0,27981593.0,27981575.0,-2355.8345303619703
310,WOR2050210,145,RETAIL,6316561019066990,0,2022-03-10 20:31:19,2022-03-11 13:36:13,2022-03-11 13:33:48,4,301,2,D365.Batch,1,0.0,#00000001509F5340,0,1,LO05818581,N000001130,V13,2,LD0121803,0.0,SON0125626,0,1,SID0122747,0,0,Each,carolyn,0,SALES,WOR2050210,2022-03-10 20:31:19,2022-03-11 13:35:26,2022-03-11 13:35:25,4,0,8,0,0,0,301,warehouseapp.d365,2022-03-11 13:35:26,Retail Picking,2,2023-02-02 14:08:07.500,1.0,5763196.0,5763195.0,-179.3312330788187
53,WOR2412285,196,RETAIL,6316561020486220,0,2022-10-05 20:30:40,2022-10-10 13:51:12,2022-10-10 13:47:56,4,301,2,D365.Batch,80,0.0,#00000001514C1759,0,1,LO08775834,N000010695,V1,3,LD0149358,0.0,SON0158517,0,1,SID0151163,0,0,Each,yahaira,X4401A6,SALES,WOR2412285,2022-10-05 20:30:40,2022-10-10 13:50:20,2022-10-10 13:49:00,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 13:50:20,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24167290.0,24167210.0,288.5211057749894
223,WOR2073184,272,RETAIL,6316561019162720,0,2022-03-22 17:00:41,2022-03-23 14:22:57,2022-03-23 13:35:24,4,301,2,D365.Batch,43,0.0,#000000015110DA45,0,1,LO05984284,N000004999,V2,2,LD0123332,0.0,SON0127256,0,1,SID0124346,0,0,Each,rschwarz,X4401C5,SALES,WOR2073184,2022-03-22 17:00:42,2022-03-23 13:36:50,2022-03-23 13:36:07,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-03-23 13:36:50,Retail Picking,2,2023-02-02 14:08:07.500,1.0,6800080.0,6800037.0,-556.4403954261883
578,WOR1940527,116,RETAIL,6316561018615650,0,2022-01-11 18:30:59,2022-01-11 19:24:51,2022-01-11 19:22:55,4,301,2,D365.Batch,104,0.0,#0000000150F7EFFD,0,4,LO04886061,N000010693,Base,1,LD0112757,0.0,SON0115960,0,2,SID0113400,0,0,Case,meliha,F8301D3,SALES,WOR1940527,2022-01-11 18:30:59,2022-01-11 19:24:39,2022-01-11 19:22:55,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-01-11 19:24:39,Retail Picking,2,2023-02-02 14:08:07.500,2.0,686549.0,686445.0,-125.49775245540305
402,WOR2401150,154,RETAIL,6316561020455020,0,2022-09-29 16:30:32,2022-10-03 19:42:19,2022-10-03 19:27:48,4,301,2,D365.Batch,31,0.0,#00000001514BDA6C,0,1,LO08703255,N000001144,V8,1,LD0148721,0.0,SON0157888,0,1,SID0150522,0,0,Each,phaskell,X4401A6,SALES,WOR2401150,2022-09-29 16:30:32,2022-10-03 19:42:14,2022-10-03 19:41:43,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-03 19:42:14,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23583604.0,23583573.0,-1052.8152037328728
119,WOR2412552,152,RETAIL,6316561020483150,0,2022-10-06 14:00:18,2022-10-07 18:10:41,2022-10-07 18:08:09,4,301,2,D365.Batch,37,0.0,#00000001514C18D4,0,1,LO08782352,N000013234,Base,4,LD0149504,0.0,SON0158702,0,1,SID0151362,0,0,Each,rschwarz,X4401A6,SALES,WOR2412552,2022-10-06 14:00:18,2022-10-07 18:10:36,2022-10-07 18:09:59,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-07 18:10:36,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23923706.0,23923669.0,-209.77698698803545
175,WOR2409324,317,RETAIL,6316561020465900,0,2022-10-04 20:30:39,2022-10-05 16:01:27,2022-10-05 15:56:10,4,301,2,D365.Batch,39,0.0,#00000001514C18D4,0,1,LO08760143,N000013234,Base,4,LD0149153,0.0,SON0158377,0,1,SID0150997,0,0,Each,yahaira,X4401A6,SALES,WOR2409324,2022-10-04 20:30:39,2022-10-05 16:01:20,2022-10-05 16:00:41,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 16:01:20,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23743150.0,23743111.0,-1167.338410258567
72,WOR2409172,289,RETAIL,6316561020462840,0,2022-10-04 19:00:27,2022-10-05 12:57:57,2022-10-05 12:53:08,4,301,2,D365.Batch,75,0.0,#00000001514C1759,0,1,LO08758556,N000010695,V1,3,LD0149100,0.0,SON0158319,0,1,SID0150933,0,0,Each,yahaira,X4401A6,SALES,WOR2409172,2022-10-04 19:00:27,2022-10-05 12:56:55,2022-10-05 12:55:40,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 12:56:55,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23732085.0,23732010.0,-13231.306352378964
551,WOR1931459,4996,RETAIL,6316561018590720,0,2022-01-06 18:01:30,2022-01-07 13:47:34,2022-01-07 12:24:18,4,301,2,D365.Batch,99,0.0,#0000000150ACC9BA,0,1,LO04803845,N000009154,Base,7,LD0112125,0.0,SON0115326,0,1,SID0112843,0,0,Each,Carolyn,F8201C4,SALES,WOR1931459,2022-01-06 18:01:30,2022-01-07 12:37:55,2022-01-07 12:36:16,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-01-07 12:37:55,Retail Picking,2,2023-02-02 14:08:07.500,1.0,316545.0,316446.0,1433.2202913976544
123,WOR2412443,507,RETAIL,6316561020486660,0,2022-10-06 05:00:40,2022-10-10 14:15:39,2022-10-10 14:07:12,4,301,2,D365.Batch,149,0.0,#00000001514C18D4,0,1,LO08778945,N000013234,Base,4,LD0149417,0.0,SON0158602,0,1,SID0151241,0,0,Each,Carolyn,X4401A6,SALES,WOR2412443,2022-10-06 05:00:40,2022-10-10 14:15:26,2022-10-10 14:12:57,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 14:15:26,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24168796.0,24168647.0,-195.40031723849359
338,WOR2412416,138,RETAIL,6316561020487650,0,2022-10-06 05:00:33,2022-10-10 15:31:43,2022-10-10 15:29:24,4,301,2,D365.Batch,44,0.0,#00000001514BDA6C,0,1,LO08778828,N000001144,V8,2,LD0149387,0.0,SON0158574,0,1,SID0151214,0,0,Each,yahaira,X4401A6,SALES,WOR2412416,2022-10-06 05:00:33,2022-10-10 15:30:23,2022-10-10 15:29:39,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-10 15:30:23,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24173293.0,24173249.0,-1793.5278300389332
356,WOR2433632,420,RETAIL,6316561020512770,0,2022-10-17 15:00:21,2022-10-17 15:48:53,2022-10-17 15:41:52,4,301,2,D365.Batch,36,0.0,#00000001514F2B62,0,1,LO08874690,N000010978,Base,7,LD0150369,0.0,SON0160268,0,1,SID0152246,0,0,Each,rschwarz,F8401C1,SALES,WOR2433632,2022-10-17 15:00:22,2022-10-17 15:48:45,2022-10-17 15:48:09,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-17 15:48:45,Retail Picking,2,2023-02-02 14:08:07.500,1.0,24779195.0,24779159.0,-242.149443885934
503,WOR2409628,372,RETAIL,6316561020467650,0,2022-10-05 03:30:32,2022-10-05 18:31:48,2022-10-05 18:23:22,4,301,2,D365.Batch,180,0.0,#00000001514C1ABD,0,1,LO08762976,N000010989,V1,3,LD0149205,0.0,SON0158406,0,1,SID0151042,0,0,Each,Carolyn,X4401A6,SALES,WOR2409628,2022-10-05 03:30:32,2022-10-05 18:31:37,2022-10-05 18:28:37,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-10-05 18:31:37,Retail Picking,2,2023-02-02 14:08:07.500,1.0,23752167.0,23751987.0,-799.7389506490856
235,WOR2496097,792,RETAIL,6316561020749250,0,2022-11-25 16:30:32,2022-11-28 18:04:47,2022-11-28 17:51:34,4,301,2,D365.Batch,59,0.0,#0000000151557730,0,1,LO09363095,N000005643,Base,4,LD0153340,0.0,SON0165034,0,1,SID0155563,0,0,Each,meliha,X4401D1,SALES,WOR2496097,2022-11-25 16:30:32,2022-11-28 17:54:15,2022-11-28 17:53:16,4,0,1,RETAIL,0,0,301,warehouseapp.d365,2022-11-28 17:54:15,Retail Picking,2,2023-02-02 14:08:07.500,1.0,28415525.0,28415466.0,-3018.509582937157
57,WOR2121420,40,RETAIL,6316561019349670,0,2022-04-19 16:00:18,2022-04-20 11:13:08,2022-04-20 11:12:28,4,301,2,D365.Batch,1,0.0,#0000000150E060CF,0,1,LO06402806,N000009388,Base,2,LD0126839,0.0,SON0130832,0,1,SID0127920,0,0,Each,rschwarz,0,SALES,WOR2121420,2022-04-19 16:00:18,2022-04-20 11:13:02,2022-04-20 11:13:01,4,0,8,0,0,0,301,warehouseapp.d365,2022-04-20 11:13:02,Retail Picking,2,2023-02-02 14:08:07.500,1.0,9210652.0,9210651.0,-1368.4093280746822
